/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/core.py:317: DeprecationWarning: [33mWARN: Initializing wrapper in old step API which returns one bool instead of two. It is recommended to set `new_step_api=True` to use new step API. This will be the default behaviour in future.[0m
  deprecation(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/wrappers/step_api_compatibility.py:39: DeprecationWarning: [33mWARN: Initializing environment in old step API which returns one bool instead of two. It is recommended to set `new_step_api=True` to use new step API. This will be the default behaviour in future.[0m
  deprecation(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/utils/passive_env_checker.py:241: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
[Epoch 169/300] Train Loss: 0.0101 | Val Loss: 0.0081
[Epoch 170/300] Train Loss: 0.0102 | Val Loss: 0.0082
[Epoch 171/300] Train Loss: 0.0100 | Val Loss: 0.0084
[Epoch 172/300] Train Loss: 0.0100 | Val Loss: 0.0084
[Epoch 173/300] Train Loss: 0.0107 | Val Loss: 0.0083
[Epoch 174/300] Train Loss: 0.0105 | Val Loss: 0.0085
[Epoch 175/300] Train Loss: 0.0099 | Val Loss: 0.0085
[Epoch 176/300] Train Loss: 0.0103 | Val Loss: 0.0099
[Epoch 177/300] Train Loss: 0.0103 | Val Loss: 0.0084
[Epoch 178/300] Train Loss: 0.0101 | Val Loss: 0.0079
[Epoch 179/300] Train Loss: 0.0102 | Val Loss: 0.0080
[Epoch 180/300] Train Loss: 0.0104 | Val Loss: 0.0085
[Epoch 181/300] Train Loss: 0.0105 | Val Loss: 0.0087
[Epoch 182/300] Train Loss: 0.0103 | Val Loss: 0.0094
[Epoch 183/300] Train Loss: 0.0099 | Val Loss: 0.0096
[Epoch 184/300] Train Loss: 0.0104 | Val Loss: 0.0083
[Epoch 185/300] Train Loss: 0.0108 | Val Loss: 0.0080
[Epoch 186/300] Train Loss: 0.0099 | Val Loss: 0.0097
[Epoch 187/300] Train Loss: 0.0101 | Val Loss: 0.0077
[Epoch 188/300] Train Loss: 0.0103 | Val Loss: 0.0081
[Epoch 189/300] Train Loss: 0.0100 | Val Loss: 0.0077
[Epoch 190/300] Train Loss: 0.0100 | Val Loss: 0.0092
[Epoch 191/300] Train Loss: 0.0098 | Val Loss: 0.0081
[Epoch 192/300] Train Loss: 0.0108 | Val Loss: 0.0078
[Epoch 193/300] Train Loss: 0.0101 | Val Loss: 0.0097
[Epoch 194/300] Train Loss: 0.0100 | Val Loss: 0.0080
[Epoch 195/300] Train Loss: 0.0100 | Val Loss: 0.0084
[Epoch 196/300] Train Loss: 0.0100 | Val Loss: 0.0085
[Epoch 197/300] Train Loss: 0.0097 | Val Loss: 0.0082
[Epoch 198/300] Train Loss: 0.0097 | Val Loss: 0.0077
[Epoch 199/300] Train Loss: 0.0097 | Val Loss: 0.0097
[Epoch 200/300] Train Loss: 0.0099 | Val Loss: 0.0084
[Epoch 201/300] Train Loss: 0.0098 | Val Loss: 0.0086
[Epoch 202/300] Train Loss: 0.0100 | Val Loss: 0.0076
[Epoch 203/300] Train Loss: 0.0100 | Val Loss: 0.0079
[Epoch 204/300] Train Loss: 0.0097 | Val Loss: 0.0081
[Epoch 205/300] Train Loss: 0.0103 | Val Loss: 0.0078
[Epoch 206/300] Train Loss: 0.0099 | Val Loss: 0.0080
[Epoch 207/300] Train Loss: 0.0101 | Val Loss: 0.0077
[Epoch 208/300] Train Loss: 0.0096 | Val Loss: 0.0076
[Epoch 209/300] Train Loss: 0.0098 | Val Loss: 0.0096
[Epoch 210/300] Train Loss: 0.0103 | Val Loss: 0.0085
[Epoch 211/300] Train Loss: 0.0099 | Val Loss: 0.0084
[Epoch 212/300] Train Loss: 0.0095 | Val Loss: 0.0075
[Epoch 213/300] Train Loss: 0.0097 | Val Loss: 0.0080
[Epoch 214/300] Train Loss: 0.0100 | Val Loss: 0.0077
[Epoch 215/300] Train Loss: 0.0100 | Val Loss: 0.0081
[Epoch 216/300] Train Loss: 0.0097 | Val Loss: 0.0080
[Epoch 217/300] Train Loss: 0.0105 | Val Loss: 0.0076
[Epoch 218/300] Train Loss: 0.0100 | Val Loss: 0.0082
[Epoch 219/300] Train Loss: 0.0096 | Val Loss: 0.0076
[Epoch 220/300] Train Loss: 0.0096 | Val Loss: 0.0077
[Epoch 221/300] Train Loss: 0.0102 | Val Loss: 0.0075
[Epoch 222/300] Train Loss: 0.0101 | Val Loss: 0.0085
[Epoch 223/300] Train Loss: 0.0106 | Val Loss: 0.0074
[Epoch 224/300] Train Loss: 0.0105 | Val Loss: 0.0095
[Epoch 225/300] Train Loss: 0.0105 | Val Loss: 0.0085
[Epoch 226/300] Train Loss: 0.0110 | Val Loss: 0.0079
[Epoch 227/300] Train Loss: 0.0098 | Val Loss: 0.0084
